"CODE_ID","DESC_FRE","DESC_ENG","PROV_CODE_ID","PROV_DESC_FRE","PROV_DESC_ENG"
20460,"BLACKHEAD, CONCEPTION BAY","BLACKHEAD, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20461,"BLACKHEAD, FRESHWATER BAY","BLACKHEAD, FRESHWATER BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20462,"BLACKHEAD, LABRADOR","BLACKHEAD, LABRADOR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20464,"BLOOMFIELD","BLOOMFIELD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20465,"BLOW ME DOWN","BLOW ME DOWN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20466,"BLOWHARD ISLAND","BLOWHARD ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20467,"BLUE COVE","BLUE COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20468,"BLUFF HEAD COVE","BLUFF HEAD COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20469,"BLUFF POINT","BLUFF POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20470,"BOAT HARBOUR","BOAT HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20471,"BONAVISTA","BONAVISTA",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20472,"BOSWARLOS","BOSWARLOS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20473,"BOTWOOD","BOTWOOD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20474,"BOULTERS ROCK","BOULTERS ROCK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20475,"BOXEY","BOXEY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20476,"BOYD'S COVE","BOYD'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20477,"BRAGG'S ISLAND","BRAGG'S ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20478,"BRAKE COVE","BRAKE COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20479,"BRANCH","BRANCH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20480,"BRENT'S COVE","BRENT'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20481,"BREWLEY","BREWLEY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20482,"BRIDGEPORT","BRIDGEPORT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20483,"BRIG BAY","BRIG BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20484,"BRIGHTON","BRIGHTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20485,"BRIGUS","BRIGUS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20486,"BRIGUS SOUTH, SOUTHERN SHORE","BRIGUS SOUTH, SOUTHERN SHORE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20487,"BRISTOLS HOPE","BRISTOLS HOPE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20488,"BRITIANNIA","BRITIANNIA",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20489,"BRITISH HARBOUR","BRITISH HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20490,"BROAD COVE, CONCEPTION BAY","BROAD COVE, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20491,"BROOKFIELD","BROOKFIELD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20492,"BROOKLYN","BROOKLYN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20493,"BROOM POINT","BROOM POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20494,"BROWN'S ARM","BROWN'S ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20495,"BROWNSDALE","BROWNSDALE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20496,"BRUNETTE ISLAND","BRUNETTE ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20497,"BRYANT'S COVE","BRYANT'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20498,"BUCKLES POINT","BUCKLES POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20499,"BUNYAN'S COVE","BUNYAN'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20500,"BURGEO","BURGEO",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20501,"BURGONYNE'S COVE","BURGONYNE'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20502,"BURIN","BURIN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20503,"BURIN BAY ARM","BURIN BAY ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20504,"BURLINGTON","BURLINGTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20505,"BURNSIDE","BURNSIDE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20506,"BURNT COVE","BURNT COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20507,"BURNT ISLANDS","BURNT ISLANDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20508,"BURNT POINT","BURNT POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20509,"BUTTER COVE","BUTTER COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20510,"CALLOWAYS COVE","CALLOWAYS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20511,"CALVERT","CALVERT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20512,"CAMP ISLANDS","CAMP ISLANDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20513,"CAMPBELLS CREEK","CAMPBELLS CREEK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20514,"CAMPBELLTON","CAMPBELLTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20515,"CANADA HARBOUR","CANADA HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20516,"CANNING'S COVE","CANNING'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20517,"CAPE BROYLE","CAPE BROYLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20518,"CAPE CHIDLEY","CAPE CHIDLEY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20519,"CAPE FREELS NORTH","CAPE FREELS NORTH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20520,"CAPE FREELS SOUTH (VACATED)","CAPE FREELS SOUTH (VACATED)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20521,"CAPE HARRISON","CAPE HARRISON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20522,"CAPE NORTH","CAPE NORTH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20523,"CAPE RAY","CAPE RAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20524,"CAPE ST. CHARLES","CAPE ST. CHARLES",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20525,"CAPE ST. GEORGE","CAPE ST. GEORGE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20526,"CAPELIN BAY","CAPELIN BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20527,"CAPELIN COVE, CONCEPTION BAY","CAPELIN COVE, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20528,"CAPELIN COVE, TRINITY BAY","CAPELIN COVE, TRINITY BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20529,"CAPPAHAYDEN","CAPPAHAYDEN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20530,"CAPSTAN ISLAND","CAPSTAN ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20531,"CARBONEAR","CARBONEAR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20532,"CARMANVILLE","CARMANVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20533,"CARROLS COVE","CARROLS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20534,"CARTER'S COVE","CARTER'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20535,"CARTWRIGHT","CARTWRIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20536,"CASTORS RIVER NORTH","CASTORS RIVER NORTH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20537,"CASTORS RIVER SOUTH","CASTORS RIVER SOUTH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20538,"CAT ARM","CAT ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20539,"CATALINA","CATALINA",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20540,"CAVENDISH","CAVENDISH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20541,"CHAMBERLAINS","CHAMBERLAINS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20542,"CHAMPNEY'S ARM","CHAMPNEY'S ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20543,"CHAMPNEY'S EAST","CHAMPNEY'S EAST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20544,"CHAMPNEY'S WEST","CHAMPNEY'S WEST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20545,"CHANCE COVE","CHANCE COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20546,"CHANCEPORT","CHANCEPORT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20547,"CHANGE ISLANDS","CHANGE ISLANDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20548,"CHAPEL ARM","CHAPEL ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20549,"CHAPEL'S COVE","CHAPEL'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20550,"CHARLES ARM","CHARLES ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20551,"CHARLES BROOK","CHARLES BROOK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20552,"CHARLESTON","CHARLESTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20553,"CHARLOTTETOWN, BONAVISTA BAY","CHARLOTTETOWN, BONAVISTA BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20554,"CHARLOTTETOWN, LABRADOR","CHARLOTTETOWN, LABRADOR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20555,"CHATEAU","CHATEAU",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20556,"CHIMNEY COVE","CHIMNEY COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20557,"CHIMNEY TICKLE","CHIMNEY TICKLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20558,"CHURCHILL FALLS","CHURCHILL FALLS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20559,"CINQ CERF ISLAND","CINQ CERF ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20560,"CLARENVILLE","CLARENVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20561,"CLARKE'S BEACH","CLARKE'S BEACH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20562,"CLARKE'S HEAD","CLARKE'S HEAD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20563,"CLATTICE HR. N. WEST","CLATTICE HR. N. WEST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20564,"CLATTICE HR. S. WEST","CLATTICE HR. S. WEST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20565,"CLIFTON","CLIFTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20566,"COACHMAN'S COVE","COACHMAN'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20567,"COBB'S ARM","COBB'S ARM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20568,"CODROY","CODROY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20569,"COLEY'S POINT","COLEY'S POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20570,"COLINET","COLINET",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20571,"COLINET ISLAND","COLINET ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20572,"COLLIERS","COLLIERS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20573,"COLLINGHAM'S BIGHT","COLLINGHAM'S BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20574,"COME BY CHANCE","COME BY CHANCE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20575,"COMFORT BIGHT","COMFORT BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20576,"COMFORT COVE","COMFORT COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20577,"CONCEPTION HARBOUR","CONCEPTION HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20578,"CONCHE","CONCHE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20579,"CONNE","CONNE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20580,"CONNE RIVER","CONNE RIVER",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20581,"COOK'S HARBOUR","COOK'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20582,"COOMBS COVE","COOMBS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20583,"CORBETTS HARBOUR","CORBETTS HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20584,"CORBIN, PLACENTIA BAY","CORBIN, PLACENTIA BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20585,"COTTLESVILLE","COTTLESVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20586,"COTTRELL'S COVE","COTTRELL'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20587,"COW HEAD","COW HEAD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20588,"COX'S COVE","COX'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20589,"CRABBS BROOK","CRABBS BROOK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20590,"CRABBS RIVER","CRABBS RIVER",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20591,"CRIPPLE COVE","CRIPPLE COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20592,"CROQUE","CROQUE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20593,"CROUSE","CROUSE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20594,"CROW HEAD","CROW HEAD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20595,"CUFF ISLAND","CUFF ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20596,"CULL'S HARBOUR","CULL'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20597,"CUPIDS","CUPIDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20598,"CURLEW","CURLEW",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20599,"CURLING","CURLING",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20600,"CURRENT ISLAND","CURRENT ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20601,"CUSLETT","CUSLETT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20602,"CUT THROAT (NEAR NAIN)","CUT THROAT (NEAR NAIN)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20603,"CUT THROAT (NEAR SMOKEY)","CUT THROAT (NEAR SMOKEY)",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20604,"DANIEL'S COVE","DANIEL'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20605,"DANIEL'S HARBOUR","DANIEL'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20606,"DANIELS POINT","DANIELS POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20607,"DARK COVE","DARK COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20608,"DARK TICKLE","DARK TICKLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20609,"DAVID ISLAND","DAVID ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20610,"DAVIDSVILLE","DAVIDSVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20611,"DAVIS COVE","DAVIS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20612,"DAVIS INLET","DAVIS INLET",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20613,"DAWE'S HARBOUR","DAWE'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20614,"DEAD ISLAND","DEAD ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20615,"DEADMAN'S BAY","DEADMAN'S BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20616,"DEADMANS COVE","DEADMANS COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20617,"DEEP BAY","DEEP BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20618,"DEEP BIGHT","DEEP BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20619,"DEER HARBOUR","DEER HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20620,"DEER ISLAND","DEER ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20621,"DEER LAKE","DEER LAKE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20622,"DEGRAS","DEGRAS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20623,"DEVILS BROOK","DEVILS BROOK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20624,"DILDO","DILDO",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20625,"DIVER ISLAND","DIVER ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20626,"DOATING COVE","DOATING COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20627,"DOCTORS HARBOUR","DOCTORS HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20628,"DOG BIGHT","DOG BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20629,"DOG ISLAND","DOG ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20630,"DOMINO","DOMINO",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20631,"DOUBLE ISLAND","DOUBLE ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20632,"DOVER","DOVER",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20633,"DUCK ISLAND","DUCK ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20634,"DUMPLING","DUMPLING",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20635,"DUNFIELD","DUNFIELD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20636,"DUNTARA","DUNTARA",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20637,"DUNVILLE","DUNVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20638,"DURRELLS","DURRELLS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20639,"EARLE ISLAND","EARLE ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20640,"EASTPORT","EASTPORT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20641,"ECLIPSE","ECLIPSE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20642,"EDDIES COVE EAST","EDDIES COVE EAST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20643,"EDDIES COVE WEST","EDDIES COVE WEST",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20644,"EDWARD'S HARBOUR","EDWARD'S HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20645,"EKORTIARSUK FIORD","EKORTIARSUK FIORD",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20646,"ELLIOTT'S COVE","ELLIOTT'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20647,"ELLISTON","ELLISTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20648,"EMBREE","EMBREE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20649,"EMILY HARBOUR","EMILY HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20650,"ENGLEE","ENGLEE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20651,"ENGLISH HARBOUR EAST, FORTUNE BAY","ENGLISH HARBOUR EAST, FORTUNE BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20652,"ENGLISH HARBOUR WEST, FORTUNE BAY","ENGLISH HARBOUR WEST, FORTUNE BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20653,"ENGLISH HARBOUR, TRINITY BAY","ENGLISH HARBOUR, TRINITY BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20654,"ENGLISH POINT","ENGLISH POINT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20655,"ENGLISH RIVER","ENGLISH RIVER",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20656,"EPWORTH","EPWORTH",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20657,"EXPLOITS","EXPLOITS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20658,"FACHEUX HR/FACHEUX BAY","FACHEUX HR/FACHEUX BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20659,"FAIR HAVEN","FAIR HAVEN",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20660,"FAIR ISLAND","FAIR ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20661,"FAIRBANKS","FAIRBANKS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20662,"FAMINE","FAMINE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20663,"FAREWELL","FAREWELL",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20664,"FELIX COVE","FELIX COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20665,"FEMME","FEMME",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20666,"FERMEUSE","FERMEUSE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20667,"FERNDALE","FERNDALE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20668,"FERRYLAND","FERRYLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20669,"FISH COVE","FISH COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20670,"FISHELS","FISHELS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20671,"RODDICKTON","RODDICKTON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20672,"RODGER'S COVE","RODGER'S COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20673,"ROGERS HARBOUR","ROGERS HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20674,"ROSE BLANCHE","ROSE BLANCHE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20675,"ROUND HARBOUR","ROUND HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20676,"ROUNDABOUT","ROUNDABOUT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20677,"RUSHOON","RUSHOON",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20678,"RYAN'S BAY","RYAN'S BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20679,"SAGLEK BAY","SAGLEK BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20680,"SAGONA ISLAND","SAGONA ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20681,"SALLY'S COVE, MAKKOVIK BAY","SALLY'S COVE, MAKKOVIK BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20682,"SALLY'S COVE, ST. BARBE","SALLY'S COVE, ST. BARBE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20683,"SALMON COVE, CONCEPTION BAY","SALMON COVE, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20684,"SALMON COVE, PORT AU PORT BAY","SALMON COVE, PORT AU PORT BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20685,"SALT HARBOUR","SALT HARBOUR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20686,"SALTERS ISLAND","SALTERS ISLAND",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20687,"SALVAGE","SALVAGE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20688,"SAND HILL","SAND HILL",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20689,"SANDRINGHAM","SANDRINGHAM",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20690,"SANDY COVE, BONAVISTA BAY","SANDY COVE, BONAVISTA BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20691,"SANDY COVE, ST. BARBE","SANDY COVE, ST. BARBE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20692,"SANDY HOOK","SANDY HOOK",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20693,"SANDY ISLANDS","SANDY ISLANDS",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20694,"SANDY POINT, LABRADOR","SANDY POINT, LABRADOR",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20695,"SANDY POINT, ST. GEORGE'S BAY","SANDY POINT, ST. GEORGE'S BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20696,"SANDYVILLE","SANDYVILLE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20697,"SANGO BAY","SANGO BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20698,"SAPOGATSIAK BAY","SAPOGATSIAK BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20699,"SAVAGE COVE","SAVAGE COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20700,"SCHOONER COVE","SCHOONER COVE",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20701,"SEAL BIGHT","SEAL BIGHT",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
20702,"SEAL COVE, CONCEPTION BAY","SEAL COVE, CONCEPTION BAY",178,"Terre-Neuve-et-Labrador","Newfoundland and Labrador"
